Case_ID,Timestamp,Event,Flammability_Score
47452,2025-11-08 10:21:43.285678608,Fire_Arrival,0.49
38971,2025-11-08 10:21:46.900883022,Fire_Arrival,0.49
36687,2025-11-08 10:21:47.732942460,Destroyed,0.69
53523,2025-11-08 10:21:49.418693526,Destroyed,0.5
45330,2025-11-08 10:21:57.440476584,Destroyed,0.46
33113,2025-11-08 10:21:57.758650104,Fire_Arrival,0.66
31670,2025-11-08 10:21:57.844086846,Fire_Arrival,0.39
35706,2025-11-08 10:21:59.761865436,Fire_Arrival,0.54
32789,2025-11-08 10:22:01.377246648,Destroyed,0.74
43573,2025-11-08 10:22:01.522541544,Fire_Arrival,0.34
44414,2025-11-08 10:22:02.529692118,Destroyed,0.51
46174,2025-11-08 10:22:02.979086598,Fire_Arrival,0.66
54964,2025-11-08 10:22:03.092448468,Destroyed,0.5
44682,2025-11-08 10:22:04.555490736,Ignition,0.49
40595,2025-11-08 10:22:05.489143038,Ignition,0.49
46173,2025-11-08 10:22:06.338523264,Fire_Arrival,0.66
46327,2025-11-08 10:22:06.926862300,Destroyed,0.69
40418,2025-11-08 10:22:08.399392620,Fire_Arrival,0.49
45813,2025-11-08 10:22:11.361375630,Ignition,0.49
41411,2025-11-08 10:22:11.503235502,Destroyed,0.54
55465,2025-11-08 10:22:11.972140212,Fire_Arrival,0.5
44916,2025-11-08 10:22:12.472325118,Fire_Arrival,0.34
43465,2025-11-08 10:22:13.073523012,Destroyed,0.66
30017,2025-11-08 10:22:14.707878594,Destroyed,0.49
39237,2025-11-08 10:22:15.553763790,Ignition,0.36
38887,2025-11-08 10:22:17.262082890,Ignition,0.46
44903,2025-11-08 10:22:20.790157182,Ignition,0.54
44917,2025-11-08 10:22:22.768045062,Fire_Arrival,0.19
36212,2025-11-08 10:22:23.800917540,Destroyed,0.46
44283,2025-11-08 10:22:25.909397454,Fire_Arrival,0.54
33797,2025-11-08 10:22:26.138662290,Destroyed,0.39
38970,2025-11-08 10:22:29.667911556,Fire_Arrival,0.49
40419,2025-11-08 10:22:30.089787090,Fire_Arrival,0.49
45010,2025-11-08 10:22:34.510294008,Destroyed,0.46
44676,2025-11-08 10:22:34.658032794,Fire_Arrival,0.56
45733,2025-11-08 10:22:35.298808956,Ignition,0.46
53454,2025-11-08 10:22:38.067710958,Destroyed,0.5
40142,2025-11-08 10:22:38.913703014,Ignition,0.51
54219,2025-11-08 10:22:39.340689882,Destroyed,0.5
44894,2025-11-08 10:22:41.503335348,Destroyed,0.44
35730,2025-11-08 10:22:43.721171274,Destroyed,0.54
31673,2025-11-08 10:22:45.114006696,Fire_Arrival,0.39
34419,2025-11-08 10:22:46.078681626,Destroyed,0.86
44465,2025-11-08 10:22:46.111262160,Ignition,0.69
43692,2025-11-08 10:22:46.397471898,Ignition,0.69
55464,2025-11-08 10:22:47.323797150,Fire_Arrival,0.5
43074,2025-11-08 10:22:47.704394700,Fire_Arrival,0.36
35204,2025-11-08 10:22:48.034492938,Ignition,0.34
29216,2025-11-08 10:22:49.539629394,Fire_Arrival,0.69
44746,2025-11-08 10:22:50.843441502,Destroyed,0.46
31729,2025-11-08 10:22:52.303725126,Destroyed,0.69
41453,2025-11-08 10:22:53.835904518,Fire_Arrival,0.49
46169,2025-11-08 10:22:53.876546124,Fire_Arrival,0.66
32537,2025-11-08 10:22:54.123647964,Fire_Arrival,0.34
32527,2025-11-08 10:22:56.086701696,Destroyed,0.54
30296,2025-11-08 10:22:56.312153214,Fire_Arrival,0.46
39702,2025-11-08 10:22:57.260030094,Destroyed,0.21
46334,2025-11-08 10:22:57.891811992,Destroyed,0.76
29692,2025-11-08 10:22:57.956099088,Ignition,0.66
29432,2025-11-08 10:22:58.534324554,Destroyed,0.86
47625,2025-11-08 10:22:58.830717630,Ignition,0.74
46905,2025-11-08 10:23:00.146343924,Ignition,0.36
29948,2025-11-08 10:23:04.627504860,Ignition,0.36
29952,2025-11-08 10:23:05.591015460,Fire_Arrival,0.49
42635,2025-11-08 10:23:06.042210258,Fire_Arrival,0.49
29217,2025-11-08 10:23:07.429181844,Fire_Arrival,0.49
43163,2025-11-08 10:23:07.565157593,Fire_Arrival,0.36
46702,2025-11-08 10:23:07.948136826,Fire_Arrival,0.66
45727,2025-11-08 10:23:08.078215626,Ignition,0.34
44675,2025-11-08 10:23:08.364714306,Fire_Arrival,0.49
56932,2025-11-08 10:23:09.167768130,Destroyed,0.5
43553,2025-11-08 10:23:09.762674880,Fire_Arrival,0.49
53000,2025-11-08 10:23:13.911599004,Fire_Arrival,0.5
35726,2025-11-08 10:23:14.299479498,Ignition,0.66
43073,2025-11-08 10:23:14.558291244,Fire_Arrival,0.49
44240,2025-11-08 10:23:14.890084890,Destroyed,0.56
45819,2025-11-08 10:23:17.030237975,Ignition,0.56
29954,2025-11-08 10:23:17.196481386,Fire_Arrival,0.66
45723,2025-11-08 10:23:17.819852100,Ignition,0.49
46703,2025-11-08 10:23:19.329083706,Fire_Arrival,0.46
47672,2025-11-08 10:23:20.065655676,Destroyed,0.66
29902,2025-11-08 10:23:21.315640104,Destroyed,0.51
48054,2025-11-08 10:23:21.737503854,Destroyed,0.49
46167,2025-11-08 10:23:21.922002474,Fire_Arrival,0.39
45569,2025-11-08 10:23:22.632468534,Destroyed,0.46
41417,2025-11-08 10:23:23.689869906,Destroyed,0.49
29801,2025-11-08 10:23:24.081520650,Destroyed,0.46
42617,2025-11-08 10:23:26.565021078,Fire_Arrival,0.19
44633,2025-11-08 10:23:26.877056778,Fire_Arrival,0.46
38907,2025-11-08 10:23:27.834096048,Fire_Arrival,0.31
44677,2025-11-08 10:23:27.923477712,Fire_Arrival,0.54
38905,2025-11-08 10:23:28.763628600,Fire_Arrival,0.46
30295,2025-11-08 10:23:29.271638706,Fire_Arrival,0.49
30051,2025-11-08 10:23:29.310543756,Destroyed,0.49
32804,2025-11-08 10:23:31.081269198,Destroyed,0.56
33908,2025-11-08 10:23:31.952423465,Destroyed,0.56
54479,2025-11-08 10:23:32.346180912,Destroyed,0.5
29673,2025-11-08 10:23:32.362600218,Ignition,0.39
31355,2025-11-08 10:23:34.753202952,Destroyed,0.54
32538,2025-11-08 10:23:36.170224230,Fire_Arrival,0.56
41454,2025-11-08 10:23:36.268520130,Fire_Arrival,0.49
31352,2025-11-08 10:23:36.910028628,Destroyed,0.46
42616,2025-11-08 10:23:38.283635268,Fire_Arrival,0.56
29983,2025-11-08 10:23:38.647717452,Destroyed,0.49
40422,2025-11-08 10:23:40.349508852,Fire_Arrival,0.49
31853,2025-11-08 10:23:41.960557110,Destroyed,0.69
29833,2025-11-08 10:23:41.995346778,Destroyed,0.49
38969,2025-11-08 10:23:42.548706474,Fire_Arrival,0.49
38974,2025-11-08 10:23:42.739640874,Fire_Arrival,0.49
31674,2025-11-08 10:23:43.194180276,Fire_Arrival,0.39
45454,2025-11-08 10:23:43.531448604,Destroyed,0.46
37750,2025-11-08 10:23:44.314842174,Ignition,0.34
31447,2025-11-08 10:23:45.169744560,Destroyed,0.54
30273,2025-11-08 10:23:45.205773318,Fire_Arrival,0.46
35710,2025-11-08 10:23:45.808300026,Fire_Arrival,0.66
55463,2025-11-08 10:23:46.269473352,Fire_Arrival,0.5
36586,2025-11-08 10:23:46.409477994,Destroyed,0.71
42636,2025-11-08 10:23:47.410296612,Fire_Arrival,0.36
32536,2025-11-08 10:23:47.858084004,Fire_Arrival,0.34
38939,2025-11-08 10:23:49.961407578,Ignition,0.46
46701,2025-11-08 10:23:50.590146636,Fire_Arrival,0.69
53626,2025-11-08 10:23:50.650465242,Destroyed,0.5
46299,2025-11-08 10:23:54.883317804,Destroyed,0.21
55377,2025-11-08 10:23:55.254700620,Destroyed,0.5
29963,2025-11-08 10:23:56.646628494,Fire_Arrival,0.69
29683,2025-11-08 10:23:56.870957640,Destroyed,0.34
33819,2025-11-08 10:23:57.242659404,Destroyed,0.56
42615,2025-11-08 10:23:58.947770466,Fire_Arrival,0.69
48066,2025-11-08 10:23:58.989784098,Destroyed,0.36
46168,2025-11-08 10:24:01.890882906,Fire_Arrival,0.66
34232,2025-11-08 10:24:04.134097644,Destroyed,0.69
29533,2025-11-08 10:24:04.253650812,Ignition,0.46
31358,2025-11-08 10:24:05.807196816,Destroyed,0.36
40420,2025-11-08 10:24:10.966350300,Fire_Arrival,0.69
45726,2025-11-08 10:24:12.380713752,Ignition,0.66
41765,2025-11-08 10:24:16.344912684,Fire_Arrival,0.49
55467,2025-11-08 10:24:16.564264782,Fire_Arrival,0.5
29606,2025-11-08 10:24:18.259806126,Destroyed,0.36
40790,2025-11-08 10:24:18.770556300,Destroyed,0.36
46700,2025-11-08 10:24:19.593324654,Fire_Arrival,0.39
38975,2025-11-08 10:24:23.019253386,Fire_Arrival,0.49
42634,2025-11-08 10:24:23.114261730,Fire_Arrival,0.69
29218,2025-11-08 10:24:24.534778566,Fire_Arrival,0.49
29538,2025-11-08 10:24:25.039998546,Ignition,0.86
53808,2025-11-08 10:24:26.616568560,Destroyed,0.5
32253,2025-11-08 10:24:26.627403366,Destroyed,0.66
53282,2025-11-08 10:24:28.511570472,Destroyed,0.5
36229,2025-11-08 10:24:28.854814716,Destroyed,0.54
46716,2025-11-08 10:24:29.239666392,Fire_Arrival,0.39
46166,2025-11-08 10:24:31.674466428,Fire_Arrival,0.39
39357,2025-11-08 10:24:32.338691964,Destroyed,0.49
31485,2025-11-08 10:24:32.620682574,Destroyed,0.66
44902,2025-11-08 10:24:34.346735874,Ignition,0.86
47234,2025-11-08 10:24:34.350260807,Ignition,0.34
31357,2025-11-08 10:24:35.221953240,Destroyed,0.66
39743,2025-11-08 10:24:36.101355570,Destroyed,0.54
38968,2025-11-08 10:24:36.311971350,Fire_Arrival,0.49
38961,2025-11-08 10:24:36.611314692,Fire_Arrival,0.49
44608,2025-11-08 10:24:36.630945150,Ignition,0.34
33838,2025-11-08 10:24:36.642601098,Destroyed,0.49
44632,2025-11-08 10:24:36.698625828,Fire_Arrival,0.69
46717,2025-11-08 10:24:38.852494656,Fire_Arrival,0.49
35997,2025-11-08 10:24:39.577969050,Destroyed,0.36
53435,2025-11-08 10:24:40.274033868,Ignition,0.5
46165,2025-11-08 10:24:41.685189072,Fire_Arrival,0.66
46172,2025-11-08 10:24:41.711612040,Fire_Arrival,0.66
31675,2025-11-08 10:24:42.574543488,Fire_Arrival,0.39
37746,2025-11-08 10:24:42.998240220,Ignition,0.54
53254,2025-11-08 10:24:43.625747592,Fire_Arrival,0.5
36519,2025-11-08 10:24:43.973573706,Destroyed,0.66
41766,2025-11-08 10:24:45.064907400,Fire_Arrival,0.49
40166,2025-11-08 10:24:45.178477056,Fire_Arrival,0.21
44664,2025-11-08 10:24:47.799736602,Destroyed,0.46
36563,2025-11-08 10:24:48.889842504,Destroyed,0.86
55462,2025-11-08 10:24:49.201083222,Fire_Arrival,0.5
38940,2025-11-08 10:24:49.329269976,Ignition,0.49
29557,2025-11-08 10:24:51.169896762,Destroyed,0.51
46699,2025-11-08 10:24:54.317983308,Fire_Arrival,0.46
40169,2025-11-08 10:24:55.269670674,Ignition,0.49
29668,2025-11-08 10:24:55.855224570,Ignition,0.34
38776,2025-11-08 10:24:56.793666612,Destroyed,0.46
47105,2025-11-08 10:24:56.960914932,Ignition,0.66
40153,2025-11-08 10:24:57.331086684,Ignition,0.49
39233,2025-11-08 10:25:00.430490088,Ignition,0.46
42637,2025-11-08 10:25:03.768407316,Fire_Arrival,0.69
35721,2025-11-08 10:25:05.795670972,Ignition,0.34
29816,2025-11-08 10:25:06.887558304,Destroyed,0.56
40423,2025-11-08 10:25:07.402830054,Fire_Arrival,0.39
40421,2025-11-08 10:25:11.893665150,Fire_Arrival,0.49
32539,2025-11-08 10:25:14.435338380,Fire_Arrival,0.34
52999,2025-11-08 10:25:15.718847118,Fire_Arrival,0.5
31669,2025-11-08 10:25:16.824003918,Fire_Arrival,0.54
38908,2025-11-08 10:25:16.888879848,Fire_Arrival,0.19
32519,2025-11-08 10:25:17.539298400,Destroyed,0.46
30286,2025-11-08 10:25:17.724714600,Ignition,0.46
48042,2025-11-08 10:25:18.295227354,Destroyed,0.49
31702,2025-11-08 10:25:19.887679206,Destroyed,0.54
46163,2025-11-08 10:25:21.266966232,Fire_Arrival,0.66
38960,2025-11-08 10:25:25.589395788,Fire_Arrival,0.49
53715,2025-11-08 10:25:25.770069102,Ignition,0.5
40168,2025-11-08 10:25:26.868083490,Ignition,0.49
46171,2025-11-08 10:25:27.163825704,Fire_Arrival,0.39
38976,2025-11-08 10:25:27.436805670,Fire_Arrival,0.49
40656,2025-11-08 10:25:27.704306232,Ignition,0.46
55466,2025-11-08 10:25:27.859399860,Fire_Arrival,0.5
31676,2025-11-08 10:25:28.256291784,Fire_Arrival,0.39
36847,2025-11-08 10:25:31.057086366,Destroyed,0.46
35739,2025-11-08 10:25:31.716774912,Fire_Arrival,0.26
38877,2025-11-08 10:25:32.199784542,Ignition,0.49
40172,2025-11-08 10:25:32.325836220,Ignition,0.46
36601,2025-11-08 10:25:33.376859225,Destroyed,0.46
45817,2025-11-08 10:25:33.943926288,Destroyed,0.51
55461,2025-11-08 10:25:36.508897146,Fire_Arrival,0.5
47682,2025-11-08 10:25:38.938750494,Destroyed,0.46
46718,2025-11-08 10:25:42.130367028,Fire_Arrival,0.46
46164,2025-11-08 10:25:42.210089046,Fire_Arrival,0.46
32212,2025-11-08 10:25:42.619612974,Destroyed,0.21
31799,2025-11-08 10:25:42.623444796,Destroyed,0.54
44288,2025-11-08 10:25:43.092301086,Destroyed,0.69
35738,2025-11-08 10:25:44.359787412,Fire_Arrival,0.34
38513,2025-11-08 10:25:48.166168770,Destroyed,0.49
46704,2025-11-08 10:25:48.828732840,Fire_Arrival,0.5
46698,2025-11-08 10:25:50.110883268,Fire_Arrival,0.36
38055,2025-11-08 10:25:50.898137994,Destroyed,0.66
44278,2025-11-08 10:25:53.564814450,Destroyed,0.34
30076,2025-11-08 10:25:54.884667936,Fire_Arrival,0.36
32799,2025-11-08 10:25:55.989425916,Destroyed,0.66
29713,2025-11-08 10:25:56.649072834,Fire_Arrival,0.69
46162,2025-11-08 10:25:57.341282640,Fire_Arrival,0.54
47073,2025-11-08 10:25:57.906595380,Ignition,0.66
31328,2025-11-08 10:25:57.960793494,Fire_Arrival,0.54
40687,2025-11-08 10:25:59.178321252,Ignition,0.51
38967,2025-11-08 10:25:59.331762510,Fire_Arrival,0.49
43690,2025-11-08 10:26:00.677380614,Destroyed,0.69
43652,2025-11-08 10:26:00.751401198,Destroyed,0.66
31699,2025-11-08 10:26:00.869018208,Ignition,0.54
45755,2025-11-08 10:26:01.876780662,Destroyed,0.46
47639,2025-11-08 10:26:03.651305904,Ignition,0.46
36699,2025-11-08 10:26:03.746866716,Destroyed,0.36
35206,2025-11-08 10:26:04.278332988,Ignition,0.61
34111,2025-11-08 10:26:05.965289868,Destroyed,0.49
46686,2025-11-08 10:26:07.259648814,Fire_Arrival,0.49
29697,2025-11-08 10:26:08.550293670,Destroyed,0.46
32286,2025-11-08 10:26:09.060574584,Destroyed,0.86
44299,2025-11-08 10:26:09.271183116,Fire_Arrival,0.49
42638,2025-11-08 10:26:09.308631942,Fire_Arrival,0.69
46170,2025-11-08 10:26:10.138853892,Fire_Arrival,0.39
40171,2025-11-08 10:26:10.946379966,Ignition,0.71
46183,2025-11-08 10:26:11.928240510,Fire_Arrival,0.66
35737,2025-11-08 10:26:12.453669306,Fire_Arrival,0.36
43647,2025-11-08 10:26:13.107328494,Ignition,0.49
53432,2025-11-08 10:26:13.639696632,Fire_Arrival,0.5
35285,2025-11-08 10:26:17.176229250,Fire_Arrival,0.46
41767,2025-11-08 10:26:18.551519640,Fire_Arrival,0.49
36596,2025-11-08 10:26:18.578274594,Destroyed,0.86
31327,2025-11-08 10:26:18.786887424,Fire_Arrival,0.34
45490,2025-11-08 10:26:19.108226616,Fire_Arrival,0.71
29052,2025-11-08 10:26:23.226739092,Destroyed,0.66
40424,2025-11-08 10:26:24.761179620,Fire_Arrival,0.49
32805,2025-11-08 10:26:25.051103808,Destroyed,0.34
35708,2025-11-08 10:26:25.216034460,Ignition,0.46
31668,2025-11-08 10:26:25.733951928,Fire_Arrival,0.19
30898,2025-11-08 10:26:26.155285974,Destroyed,0.69
38959,2025-11-08 10:26:26.396850582,Fire_Arrival,0.49
38489,2025-11-08 10:26:26.608127082,Destroyed,0.49
45834,2025-11-08 10:26:26.624100120,Destroyed,0.69
55459,2025-11-08 10:26:26.636676720,Fire_Arrival,0.5
41768,2025-11-08 10:26:28.676109768,Fire_Arrival,0.49
35298,2025-11-08 10:26:28.966867122,Fire_Arrival,0.31
43583,2025-11-08 10:26:29.328536250,Destroyed,0.66
44880,2025-11-08 10:26:30.319841076,Fire_Arrival,0.49
35299,2025-11-08 10:26:31.191016698,Fire_Arrival,0.86
30075,2025-11-08 10:26:31.416022032,Fire_Arrival,0.36
40145,2025-11-08 10:26:32.959287666,Ignition,0.66
44530,2025-11-08 10:26:34.579806198,Ignition,0.46
45487,2025-11-08 10:26:35.286498696,Fire_Arrival,0.49
55460,2025-11-08 10:26:35.418998580,Fire_Arrival,0.5
30993,2025-11-08 10:26:36.018846360,Destroyed,0.46
47026,2025-11-08 10:26:38.602242192,Ignition,0.66
46697,2025-11-08 10:26:41.571136074,Fire_Arrival,0.39
29532,2025-11-08 10:26:42.824382642,Ignition,0.46
45475,2025-11-08 10:26:42.998220756,Fire_Arrival,0.36
32776,2025-11-08 10:26:43.351088568,Destroyed,0.54
45485,2025-11-08 10:26:43.960328196,Fire_Arrival,0.49
46161,2025-11-08 10:26:45.921961302,Fire_Arrival,0.66
34254,2025-11-08 10:26:45.987585606,Destroyed,0.49
29985,2025-11-08 10:26:47.347027872,Destroyed,0.59
43683,2025-11-08 10:26:48.201026142,Ignition,0.49
43076,2025-11-08 10:26:48.504005832,Fire_Arrival,0.49
41105,2025-11-08 10:26:48.541698474,Destroyed,0.49
34256,2025-11-08 10:26:48.833504010,Destroyed,0.49
36220,2025-11-08 10:26:49.204299132,Destroyed,0.46
53433,2025-11-08 10:26:50.049585654,Fire_Arrival,0.5
41745,2025-11-08 10:26:50.370593844,Fire_Arrival,0.34
45491,2025-11-08 10:26:50.748196008,Fire_Arrival,0.46
53789,2025-11-08 10:26:51.502346862,Ignition,0.5
46690,2025-11-08 10:26:53.116672656,Fire_Arrival,0.49
45474,2025-11-08 10:26:53.375708136,Fire_Arrival,0.36
46687,2025-11-08 10:26:53.515530768,Fire_Arrival,0.46
35300,2025-11-08 10:26:54.412610568,Fire_Arrival,0.46
38966,2025-11-08 10:26:55.063300332,Fire_Arrival,0.49
45906,2025-11-08 10:26:55.347606690,Destroyed,0.41
46685,2025-11-08 10:26:55.748607024,Fire_Arrival,0.51
31662,2025-11-08 10:26:57.668113776,Fire_Arrival,0.54
29984,2025-11-08 10:26:58.230833544,Destroyed,0.49
35297,2025-11-08 10:26:58.664670702,Fire_Arrival,0.46
44279,2025-11-08 10:26:58.760458350,Destroyed,0.46
35286,2025-11-08 10:26:59.661119880,Fire_Arrival,0.34
46160,2025-11-08 10:27:01.663749420,Fire_Arrival,0.74
46725,2025-11-08 10:27:01.755606024,Ignition,0.49
38958,2025-11-08 10:27:01.762574568,Fire_Arrival,0.49
46159,2025-11-08 10:27:02.669496828,Fire_Arrival,0.66
34085,2025-11-08 10:27:03.857403899,Destroyed,0.49
47109,2025-11-08 10:27:06.687607386,Ignition,0.36
44527,2025-11-08 10:27:06.750837228,Ignition,0.72
42639,2025-11-08 10:27:08.870350968,Fire_Arrival,0.69
40438,2025-11-08 10:27:09.899379264,Fire_Arrival,0.49
38965,2025-11-08 10:27:10.263927414,Fire_Arrival,0.49
29693,2025-11-08 10:27:10.971462216,Ignition,0.66
44297,2025-11-08 10:27:13.443944580,Fire_Arrival,0.36
29689,2025-11-08 10:27:13.943948520,Fire_Arrival,0.46
44918,2025-11-08 10:27:14.408266104,Ignition,0.86
30393,2025-11-08 10:27:15.661543451,Destroyed,0.86
38019,2025-11-08 10:27:15.817643190,Ignition,0.66
44253,2025-11-08 10:27:16.083995549,Destroyed,0.49
36575,2025-11-08 10:27:16.182389394,Destroyed,0.86
46705,2025-11-08 10:27:16.378750608,Fire_Arrival,0.39
44300,2025-11-08 10:27:16.857546828,Fire_Arrival,0.56
46692,2025-11-08 10:27:20.305163496,Fire_Arrival,0.49
29042,2025-11-08 10:27:20.622531426,Destroyed,0.31
46708,2025-11-08 10:27:22.145364486,Fire_Arrival,0.49
44623,2025-11-08 10:27:22.325272110,Destroyed,0.46
48077,2025-11-08 10:27:23.015662602,Destroyed,0.49
38881,2025-11-08 10:27:23.492105526,Ignition,0.49
31347,2025-11-08 10:27:23.749197924,Destroyed,0.34
45486,2025-11-08 10:27:24.471037272,Fire_Arrival,0.46
33328,2025-11-08 10:27:26.744743794,Destroyed,0.46
46184,2025-11-08 10:27:27.059740722,Fire_Arrival,0.46
45476,2025-11-08 10:27:29.971016676,Fire_Arrival,0.49
30074,2025-11-08 10:27:30.202705194,Fire_Arrival,0.36
31667,2025-11-08 10:27:30.651118596,Fire_Arrival,0.46
38049,2025-11-08 10:27:30.925390584,Destroyed,0.34
41680,2025-11-08 10:27:31.994220912,Destroyed,0.34
35288,2025-11-08 10:27:32.136833796,Fire_Arrival,0.34
46691,2025-11-08 10:27:32.252192622,Fire_Arrival,0.56
46688,2025-11-08 10:27:33.027304404,Fire_Arrival,0.19
35296,2025-11-08 10:27:33.370295862,Fire_Arrival,0.71
43207,2025-11-08 10:27:33.557110848,Destroyed,0.66
47807,2025-11-08 10:27:34.325672598,Destroyed,0.66
53696,2025-11-08 10:27:34.522454646,Destroyed,0.5
40437,2025-11-08 10:27:35.241397638,Fire_Arrival,0.49
39860,2025-11-08 10:27:36.375610350,Ignition,0.49
31666,2025-11-08 10:27:37.057557414,Fire_Arrival,0.39
47104,2025-11-08 10:27:37.974926592,Ignition,0.49
29938,2025-11-08 10:27:40.794991140,Ignition,0.49
28887,2025-11-08 10:27:41.896730838,Fire_Arrival,0.54
36696,2025-11-08 10:27:42.459183822,Destroyed,0.36
38873,2025-11-08 10:27:42.891244566,Ignition,0.46
29688,2025-11-08 10:27:42.960693888,Fire_Arrival,0.66
31663,2025-11-08 10:27:43.452298212,Fire_Arrival,0.19
29787,2025-11-08 10:27:43.621830192,Destroyed,0.66
36098,2025-11-08 10:27:45.308641668,Ignition,0.74
46689,2025-11-08 10:27:45.616931166,Fire_Arrival,0.46
40436,2025-11-08 10:27:45.766303020,Fire_Arrival,0.49
44465,2025-11-08 10:27:46.111262160,Destroyed,0.69
45488,2025-11-08 10:27:46.678897674,Fire_Arrival,0.46
45473,2025-11-08 10:27:47.254624236,Fire_Arrival,0.49
38964,2025-11-08 10:27:47.689621032,Fire_Arrival,0.49
34249,2025-11-08 10:27:48.209468136,Destroyed,0.54
46693,2025-11-08 10:27:48.552408396,Fire_Arrival,0.49
44301,2025-11-08 10:27:51.100751202,Fire_Arrival,0.49
30263,2025-11-08 10:27:51.175138716,Ignition,0.49
47449,2025-11-08 10:27:51.213820464,Ignition,0.49
40804,2025-11-08 10:27:51.483701268,Destroyed,0.56
31478,2025-11-08 10:27:53.825941542,Destroyed,0.46
46169,2025-11-08 10:27:53.876546124,Ignition,0.66
30398,2025-11-08 10:27:55.689190344,Destroyed,0.36
44877,2025-11-08 10:27:56.088445194,Fire_Arrival,0.49
56071,2025-11-08 10:27:56.386879218,Fire_Arrival,0.5
29712,2025-11-08 10:27:57.269694702,Fire_Arrival,0.69
40195,2025-11-08 10:28:00.512445707,Ignition,0.49
45492,2025-11-08 10:28:00.743222220,Fire_Arrival,0.61
45484,2025-11-08 10:28:01.831039422,Fire_Arrival,0.46
29918,2025-11-08 10:28:03.672483582,Destroyed,0.66
46709,2025-11-08 10:28:03.941625066,Fire_Arrival,0.36
29687,2025-11-08 10:28:03.948441924,Fire_Arrival,0.46
29534,2025-11-08 10:28:04.132531176,Ignition,0.46
35284,2025-11-08 10:28:04.736914296,Fire_Arrival,0.34
38501,2025-11-08 10:28:05.208025320,Destroyed,0.31
53349,2025-11-08 10:28:05.251336140,Destroyed,0.5
29952,2025-11-08 10:28:05.591015460,Ignition,0.49
44488,2025-11-08 10:28:06.098447484,Ignition,0.49
46683,2025-11-08 10:28:06.442463454,Fire_Arrival,0.49
35289,2025-11-08 10:28:06.480491418,Fire_Arrival,0.46
35287,2025-11-08 10:28:06.726883812,Fire_Arrival,0.46
47676,2025-11-08 10:28:07.283063694,Destroyed,0.49
38963,2025-11-08 10:28:07.673788061,Fire_Arrival,0.49
37418,2025-11-08 10:28:08.397644850,Destroyed,0.56
47052,2025-11-08 10:28:10.161803292,Ignition,0.34
38949,2025-11-08 10:28:11.895034884,Fire_Arrival,0.49
39579,2025-11-08 10:28:12.379068372,Destroyed,0.56
45483,2025-11-08 10:28:13.396602828,Fire_Arrival,0.69
41455,2025-11-08 10:28:13.777744272,Fire_Arrival,0.49
45495,2025-11-08 10:28:14.225714826,Fire_Arrival,0.19
39318,2025-11-08 10:28:14.281363626,Destroyed,0.46
31665,2025-11-08 10:28:14.690298144,Fire_Arrival,0.54
38957,2025-11-08 10:28:14.768538402,Fire_Arrival,0.49
45497,2025-11-08 10:28:15.648732198,Fire_Arrival,0.46
40439,2025-11-08 10:28:17.600917014,Fire_Arrival,0.49
40683,2025-11-08 10:28:17.949614802,Ignition,0.51
38950,2025-11-08 10:28:19.004668218,Fire_Arrival,0.49
41769,2025-11-08 10:28:19.389288036,Fire_Arrival,0.49
38951,2025-11-08 10:28:19.905149550,Fire_Arrival,0.49
32152,2025-11-08 10:28:20.060275140,Destroyed,0.49
45250,2025-11-08 10:28:20.254025076,Fire_Arrival,0.31
40415,2025-11-08 10:28:20.320501032,Fire_Arrival,0.34
41770,2025-11-08 10:28:21.291984126,Fire_Arrival,0.49
35723,2025-11-08 10:28:21.553581972,Ignition,0.66
45494,2025-11-08 10:28:21.693581496,Fire_Arrival,0.34
31664,2025-11-08 10:28:21.908938884,Fire_Arrival,0.54
46684,2025-11-08 10:28:23.493760056,Fire_Arrival,0.49
29471,2025-11-08 10:28:23.612534478,Fire_Arrival,0.46
46696,2025-11-08 10:28:24.144890208,Fire_Arrival,0.51
35301,2025-11-08 10:28:24.358775418,Fire_Arrival,0.46
44298,2025-11-08 10:28:24.795081480,Fire_Arrival,0.49
37489,2025-11-08 10:28:25.649418330,Ignition,0.51
34428,2025-11-08 10:28:25.721261886,Destroyed,0.66
35295,2025-11-08 10:28:27.395364174,Fire_Arrival,0.59
30073,2025-11-08 10:28:27.413000202,Fire_Arrival,0.36
38973,2025-11-08 10:28:27.475128294,Ignition,0.49
38907,2025-11-08 10:28:27.834096048,Ignition,0.31
31340,2025-11-08 10:28:29.099691756,Destroyed,0.54
35075,2025-11-08 10:28:31.194263268,Destroyed,0.51
45700,2025-11-08 10:28:31.843503786,Ignition,0.54
44631,2025-11-08 10:28:34.062968862,Destroyed,0.46
48026,2025-11-08 10:28:34.151350302,Destroyed,0.69
54434,2025-11-08 10:28:34.208768088,Destroyed,0.5
42640,2025-11-08 10:28:34.228430178,Fire_Arrival,0.69
53812,2025-11-08 10:28:34.741352382,Destroyed,0.5
47720,2025-11-08 10:28:36.527259408,Destroyed,0.69
55037,2025-11-08 10:28:36.674596698,Ignition,0.5
29681,2025-11-08 10:28:39.099029910,Ignition,0.39
29057,2025-11-08 10:28:39.643600374,Destroyed,0.66
45499,2025-11-08 10:28:41.174470944,Fire_Arrival,0.46
29686,2025-11-08 10:28:41.772767904,Fire_Arrival,0.39
53412,2025-11-08 10:28:43.086155814,Fire_Arrival,0.5
45417,2025-11-08 10:28:43.126389624,Destroyed,0.34
